elapsed_time,num_reqs,num_reqs_per_sec,min_req_time,max_req_time,avg_req_time,200,302,500,502,504,error_no_http_status
39300,2260,22.6,20.225,28015.834,6534.7149,1659,225,,310,,66
39400,2263,22.63,20.059,21208.647,6755.2047,1605,225,,385,,48
39500,2224,22.24,20.053,23924.423,6724.2163,1576,215,,384,,49
39600,2230,22.3,20.124,22755.841,6786.3662,1596,252,,310,,72
39700,2237,22.37,20.026,23719.87,6841.8562,1596,219,,367,,55
39800,2154,21.54,20.236,20975.168,6755.9759,1586,228,,281,,59
39900,2188,21.88,20.401,30938.868,6840.6441,1548,216,,364,,60
40000,2243,22.43,20.234,22063.488,6859.4287,1596,234,,354,,59
40100,2172,21.72,20.209,21712.065,6969.2244,1569,207,,337,,59
40200,2441,24.41,20.063,20909.247,6227.5011,1708,204,,484,,45
40300,2379,23.79,20.246,20950.512,6520.7084,1709,205,,417,,48
40400,2488,24.88,20.254,31895.024,6207.2582,1733,200,,497,,58
40500,2402,24.02,20.046,34427.656,6450.9641,1697,155,,531,,19
40600,2360,23.6,20.065,23755.55,6525.4038,1653,166,,516,,25
40700,2375,23.75,20.093,23938.921,6493.53,1671,181,,493,,30
40800,2575,25.75,20.152,25289.448,6023.8657,1765,182,,589,,39
40900,2557,25.57,20.485,22410.62,6112.8921,1755,178,,589,,35
41000,2434,24.34,21.345,25378.488,6474.532,1690,127,,601,,16
41100,2387,23.87,21.931,26064.435,6643.5871,1708,151,,516,,12
41200,2506,25.06,20.148,27163.859,6327.1147,1734,155,,591,,26
41300,2477,24.77,19.92,27386.43,7033.6535,1726,165,,556,,30
41400,2432,24.32,20.599,27943.841,7063.4602,1677,152,,583,,20
41500,2470,24.7,20.179,36260.6,9997.3759,1755,142,,549,,24
41600,2454,24.54,20.174,40267.148,12959.6351,1753,152,,531,,18
41700,2331,23.31,20.409,58319.926,17234.0821,1591,141,,575,,24
41800,2647,26.47,21.465,59128.137,18051.2823,1840,150,,645,,12
41900,2586,25.86,20.62,55473.986,17868.1548,1783,131,,647,,25
42000,2420,24.2,21.696,58283.401,18681.9337,1751,128,,529,,12
42100,2275,22.75,20.058,80052.676,26295.4373,1563,134,190,373,,15
42200,868,8.68,20.053,23039.605,7244.7446,570,231,10,,,57
42300,12,0.12,21.614,216.424,78.6288,6,,,,,6
42400,1,0.01,59952.709,59952.709,59952.709,1,,,,,
42500,1,0.01,59996.447,59996.447,59996.447,1,,,,,
42600,1,0.01,60039.942,60039.942,60039.942,1,,,,,
42700,1,0.01,60047.61,60047.61,60047.61,,,,,,1
42800,1,0.01,60041.781,60041.781,60041.781,,,,,,1
42900,1,0.01,46.146,46.146,46.146,1,,,,,
43000,1,0.01,59995.848,59995.848,59995.848,1,,,,,
43100,1,0.01,59997.584,59997.584,59997.584,1,,,,,
43200,1,0.01,60013.42,60013.42,60013.42,1,,,,,
43300,1,0.01,59680.979,59680.979,59680.979,1,,,,,
43400,1,0.01,59674.125,59674.125,59674.125,1,,,,,
43500,1,0.01,403.428,403.428,403.428,1,,,,,
43600,1,0.01,59731.604,59731.604,59731.604,1,,,,,
43700,1,0.01,59794.19,59794.19,59794.19,1,,,,,
43800,1,0.01,59799.811,59799.811,59799.811,1,,,,,
43900,1,0.01,59766.407,59766.407,59766.407,1,,,,,
44000,1,0.01,59804.534,59804.534,59804.534,1,,,,,
44100,1,0.01,59822.373,59822.373,59822.373,1,,,,,
44200,1,0.01,59653.794,59653.794,59653.794,1,,,,,
44300,1,0.01,59674.817,59674.817,59674.817,1,,,,,
44400,1,0.01,59691.069,59691.069,59691.069,1,,,,,
44500,1,0.01,59727.639,59727.639,59727.639,1,,,,,
44600,1,0.01,59741.642,59741.642,59741.642,1,,,,,
44700,1,0.01,59797.798,59797.798,59797.798,1,,,,,
44800,1,0.01,59814.104,59814.104,59814.104,1,,,,,
44900,1,0.01,59869.526,59869.526,59869.526,1,,,,,
45000,1,0.01,59917.836,59917.836,59917.836,1,,,,,
45100,1,0.01,59875.27,59875.27,59875.27,1,,,,,
45200,1,0.01,59903.489,59903.489,59903.489,1,,,,,
45300,1,0.01,59880.655,59880.655,59880.655,1,,,,,
45400,1,0.01,59932.161,59932.161,59932.161,1,,,,,
45500,1,0.01,59989.543,59989.543,59989.543,1,,,,,
45600,1,0.01,60024.798,60024.798,60024.798,1,,,,,
45700,1,0.01,59887.038,59887.038,59887.038,1,,,,,
45800,1,0.01,59936.978,59936.978,59936.978,1,,,,,
45900,1,0.01,59879.643,59879.643,59879.643,1,,,,,
46000,1,0.01,59862.182,59862.182,59862.182,1,,,,,
46100,1,0.01,59924.85,59924.85,59924.85,1,,,,,
46200,1,0.01,59964.932,59964.932,59964.932,1,,,,,
46300,1,0.01,60031.302,60031.302,60031.302,1,,,,,
46400,1,0.01,60035.082,60035.082,60035.082,1,,,,,
46500,1,0.01,60016.964,60016.964,60016.964,1,,,,,
46600,1,0.01,60015.138,60015.138,60015.138,1,,,,,
46700,1,0.01,60068.593,60068.593,60068.593,1,,,,,
46800,1,0.01,60056.43,60056.43,60056.43,,,,,,1
46900,1,0.01,46.539,46.539,46.539,1,,,,,
47000,1,0.01,59987.484,59987.484,59987.484,1,,,,,
47100,1,0.01,60055.851,60055.851,60055.851,1,,,,,
47200,1,0.01,53.046,53.046,53.046,1,,,,,
47300,1,0.01,60049.4,60049.4,60049.4,1,,,,,
47400,1,0.01,60016.844,60016.844,60016.844,1,,,,,
47500,1,0.01,60025.396,60025.396,60025.396,1,,,,,
47600,1486,14.86,19.774,65621.239,31314.0659,1133,45,301,,,7
47700,3184,31.84,19.757,64260.835,29618.9341,2073,117,499,492,,3
47800,3228,32.28,20.752,55591.214,21775.1056,2012,100,,1107,,9
47900,3075,30.75,20.793,42985.57,12172.587,2045,94,,928,,8
48000,2957,29.57,20.117,48225.625,14605.5016,1993,92,112,752,,8
48100,2890,28.9,19.906,79338.775,29520.316,1879,120,652,235,,4
48200,2931,29.31,19.875,95084.553,31869.2061,1916,127,586,289,,13
48300,2990,29.9,20.011,85704.972,32949.0494,1946,108,643,278,,15
48400,2986,29.86,19.949,84475.295,30133.1622,1980,102,669,230,,5
48500,2752,27.52,19.983,83374.249,33665.3222,1847,118,607,177,,3
48600,2460,24.6,19.786,103430.945,34920.8532,1682,121,605,36,,16
48700,1565,15.65,20.009,106588.315,24279.0683,1036,198,306,,,25
48800,84,0.84,20.689,587.494,155.085,47,17,,,,20
48900,1,0.01,60045.125,60045.125,60045.125,,,,,,1
49000,1,0.01,60043.843,60043.843,60043.843,,,,,,1
49100,1,0.01,60044.929,60044.929,60044.929,,,,,,1
49200,1,0.01,60042.265,60042.265,60042.265,,,,,,1
49300,176,1.76,36.244,60092.551,45049.4796,169,,4,,,3
49400,2477,24.77,20.092,64143.28,28418.9549,1741,129,508,40,,59
49500,2992,29.92,19.662,76493.394,32280.3657,1935,97,578,368,,14
49600,2930,29.3,19.778,93571.406,30917.6805,1946,106,695,174,,9
49700,2866,28.66,19.803,83021.568,33069.5777,1943,110,655,147,,11
49800,2749,27.49,19.959,97937.407,34335.6493,1810,106,611,212,,10
49900,2758,27.58,20.055,99731.361,33811.1132,1784,96,559,311,,8
50000,2760,27.6,19.968,101622.327,35260.7571,1869,101,573,215,,2
50100,2748,27.48,20.161,100746.954,34308.2329,1806,113,610,214,,5
50200,2712,27.12,20.098,98505.358,34656.1909,1785,107,595,221,,4
50300,2720,27.2,19.944,97463.923,35369.8314,1815,104,604,187,,10
50400,2649,26.49,19.947,86938.101,35834.2626,1768,107,593,170,,11
50500,2916,29.16,19.835,100671.544,34159.2564,1870,96,607,337,,6
50600,2883,28.83,19.993,77942.412,32450.0377,1923,106,650,197,,7
50700,2996,29.96,19.996,86321.364,31891.4829,1921,110,613,346,,6
50800,2817,28.17,19.937,93425.344,33173.8796,1770,102,570,368,,7
50900,2897,28.97,19.852,93854.712,32285.1063,1914,86,585,306,,6
51000,2537,25.37,19.926,101539.094,35191.691,1727,117,640,47,,6
51100,2219,22.19,20.023,101304.512,31798.9672,1515,126,563,,,15
51200,580,5.8,20.076,71040.644,5854.528,392,125,31,,,32
51300,4,0.04,22.415,303.41,143.247,2,1,,,,1
